Date,Event,Fight,Fighter,Opponent,Url,Weight
2016-02-21,UFC Fight Night 83,Marlon Reneau (135) vs. Ashlee Evans-Smith (135.5),Marlon Reneau,Ashlee Evans-Smith,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,135.0
2016-02-21,UFC Fight Night 83,Daniel Sarafian (186) vs. Oluwale Bamgbose (185),Daniel Sarafian,Oluwale Bamgbose,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,186.0
2016-02-21,UFC Fight Night 83,Chris Camozzi (185.5) vs. Joe Riggs (186),Chris Camozzi,Joe Riggs,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,185.5
2016-02-21,UFC Fight Night 83,Alex Garcia (171) vs. Sean Strickland (170.5),Sean Strickland,Alex Garcia,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,170.5
2016-02-21,UFC Fight Night 83,James Krause (155.5) vs. Shane Campbell (156),Shane Campbell,James Krause,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,156.0
2016-02-21,UFC Fight Night 83,Jonavin Webb (169.5) vs. Nathan Coy (170),Nathan Coy,Jonavin Webb,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,170.0
2016-02-21,UFC Fight Night 83,Derek Brunson (186) vs. Roan Carneiro (184.5),Derek Brunson,Roan Carneiro,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,186.0
2016-02-21,UFC Fight Night 83,Derek Brunson (186) vs. Roan Carneiro (184.5),Roan Carneiro,Derek Brunson,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,184.5
2016-02-21,UFC Fight Night 83,Cody Garbrandt (140.5) vs. Augusto Mendes (142),Cody Garbrandt,Augusto Mendes,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,140.5
2016-02-21,UFC Fight Night 83,Donald Cerrone (170) vs. Alex Oliveira (171),Donald Cerrone,Alex Oliveira,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,170.0
2016-02-21,UFC Fight Night 83,Dennis Bermudez (146) vs. Tatsuya Kawajiri (146),Dennis Bermudez,Tatsuya Kawajiri,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,146.0
2016-02-21,UFC Fight Night 83,Dennis Bermudez (146) vs. Tatsuya Kawajiri (146),Tatsuya Kawajiri,Dennis Bermudez,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,146.0
2016-02-21,UFC Fight Night 83,Chris Camozzi (185.5) vs. Joe Riggs (186),Joe Riggs,Chris Camozzi,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,186.0
2016-02-21,UFC Fight Night 83,James Krause (155.5) vs. Shane Campbell (156),James Krause,Shane Campbell,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,155.5
2016-02-21,UFC Fight Night 83,Donald Cerrone (170) vs. Alex Oliveira (171),Alex Oliveira,Donald Cerrone,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,171.0
2016-02-21,UFC Fight Night 83,Daniel Sarafian (186) vs. Oluwale Bamgbose (185),Oluwale Bamgbose,Daniel Sarafian,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,185.0
2016-02-21,UFC Fight Night 83,Jonavin Webb (169.5) vs. Nathan Coy (170),Jonavin Webb,Nathan Coy,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,169.5
2016-02-21,UFC Fight Night 83,Anthony Smith (185.5) vs. Leonardo Augusto Guimaraes (184.5),Anthony Smith,Leonardo Augusto Guimaraes,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,185.5
2016-02-21,UFC Fight Night 83,Anthony Smith (185.5) vs. Leonardo Augusto Guimaraes (184.5),Leonardo Guimaraes,Anthony Smith,https://www.mmafighting.com/2016/2/20/11076424/ufc-fight-night-83-weigh-in-video,184.5
2016-02-20,WSOF 28,Heinrich Wassmer (124.6) vs. Keenan Lewis (126.2),Keenan Lewis,Heinrich Wassmer,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,126.2
2016-02-20,WSOF 28,Eric Steans (154.8) vs. Jalin Turner (155.8),Eric Steans,Jalin Turner,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,154.8
2016-02-20,WSOF 28,Chris Saunders (154.0) vs. Darren Smith (158.0),Darren Smith,Chris Saunders,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,158.0
2016-02-20,WSOF 28,Chris Saunders (154.0) vs. Darren Smith (158.0),Chris Saunders,Darren Smith,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,154.0
2016-02-20,WSOF 28,Albert Morales (134.2) vs. Anthony Paredes (135.4),Anthony Paredes,Albert Morales,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,135.4
2016-02-20,WSOF 28,Albert Morales (134.2) vs. Anthony Paredes (135.4),Albert Morales,Anthony Paredes,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,134.2
2016-02-20,WSOF 28,Garrick Evans (186.8) vs. Isaias Alvarrado (188),Isaias Alvarrado,Garrick Evans,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,188.0
2016-02-20,WSOF 28,Garrick Evans (186.8) vs. Isaias Alvarrado (188),Garrick Evans,Isaias Alvarrado,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,186.8
2016-02-20,WSOF 28,Eric Steans (154.8) vs. Jalin Turner (155.8),Jalin Turner,Eric Steans,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,155.8
2016-02-20,WSOF 28,Steve Ramirez (126) vs. Kyle Estrada (124.6),Steve Ramirez,Kyle Estrada,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,126.0
2016-02-20,WSOF 28,Steve Ramirez (126) vs. Kyle Estrada (124.6),Kyle Estrada,Steve Ramirez,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,124.6
2016-02-20,WSOF 28,Ozzie Alvarez (169.6) vs. Andrew Ramm (170.0),Andrew Ramm,Ozzie Alvarez,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,170.0
2016-02-20,WSOF 28,Ozzie Alvarez (169.6) vs. Andrew Ramm (170.0),Ozzie Alvarez,Andrew Ramm,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,169.6
2016-02-20,WSOF 28,Jamie Yager (171) vs. Daniel McWilliams (169.0),Daniel McWilliams,Jamie Yager,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,169.0
2016-02-20,WSOF 28,Jamie Yager (171) vs. Daniel McWilliams (169.0),Jamie Yager,Daniel McWilliams,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,171.0
2016-02-20,WSOF 28,Timur Valiev (136) vs. Chris Gutierrez (136),Chris Gutierrez,Timur Valiev,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,136.0
2016-02-20,WSOF 28,Timur Valiev (136) vs. Chris Gutierrez (136),Timur Valiev,Chris Gutierrez,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,136.0
2016-02-20,WSOF 28,Marlon Moraes (134.8) vs. Joseph Barajas (134.8),Joseph Barajas,Marlon Moraes,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,134.8
2016-02-20,WSOF 28,Marlon Moraes (134.8) vs. Joseph Barajas (134.8),Marlon Moraes,Joseph Barajas,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,134.8
2016-02-20,WSOF 28,Heinrich Wassmer (124.6) vs. Keenan Lewis (126.2),Heinrich Wassmer,Keenan Lewis,https://www.mmafighting.com/2016/2/19/11060346/wsof-28-weigh-in-video,124.6
2016-02-19,Bellator 149,Isaac Villanueva (185.8) vs. Richard Knepp (184.8),Isaac Villanueva,Richard Knepp,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,185.8
2016-02-19,Bellator 149,Justin Wren (247) vs. Juan Torres (259.8),Juan Torres,Justin Wren,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,259.8
2016-02-19,Bellator 149,Royce Gracie (190.8) vs. Ken Shamrock (201.2),Royce Gracie,Ken Shamrock,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,190.8
2016-02-19,Bellator 149,Davis Sylvester (144.2) vs. Jeremy Mahon (144.4),Davis Sylvester,Jeremy Mahon,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,144.2
2016-02-19,Bellator 149,Manny Lozoya (142) vs. Jacob Norsworthy (141.8),Manny Lozoya,Jacob Norsworthy,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,142.0
2016-02-19,Bellator 149,CJ Hancock (185.6) vs. Rubne Esparsa (184.2),Rubne Esparsa,CJ Hancock,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,184.2
2016-02-19,Bellator 149,CJ Hancock (185.6) vs. Rubne Esparsa (184.2),CJ Hancock,Rubne Esparsa,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,185.6
2016-02-19,Bellator 149,Mike Trinh (128.8) vs. Angel Zamora (129.4),Joe Angel Zamora,Mike Trinh,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,129.4
2016-02-19,Bellator 149,Mike Trinh (128.8) vs. Angel Zamora (129.4),Mike Trinh,Angel Zamora,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,128.8
2016-02-19,Bellator 149,Justin Wren (247) vs. Juan Torres (259.8),Justin Wren,Juan Torres,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,247.0
2016-02-19,Bellator 149,Davis Sylvester (144.2) vs. Jeremy Mahon (144.4),Jeremy Mahon,Davis Sylvester,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,144.4
2016-02-19,Bellator 149,Adrian Yanez (134.6) vs. Ryan Hollis (134.8),Ryan Hollis,Adrian Yanez,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,134.8
2016-02-19,Bellator 149,Isaac Villanueva (185.8) vs. Richard Knepp (184.8),Richard Knepp,Isaac Villanueva,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,184.8
2016-02-19,Bellator 149,Manny Lozoya (142) vs. Jacob Norsworthy (141.8),Jake Norsworthy,Manny Lozoya,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,141.8
2016-02-19,Bellator 149,Emanuel Newton (205) vs. Linton Vassell (205.4),Emanuel Newton,Linton Vassell,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,205.0
2016-02-19,Bellator 149,Emanuel Newton (205) vs. Linton Vassell (205.4),Linton Vassell,Emanuel Newton,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,205.4
2016-02-19,Bellator 149,Emmanuel Sanchez (149.2) vs. Daniel Pineda (148.2),Emmanuel Sanchez,Daniel Pineda,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,149.2
2016-02-19,Bellator 149,Emmanuel Sanchez (149.2) vs. Daniel Pineda (148.2),Daniel Pineda,Emmanuel Sanchez,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,148.2
2016-02-19,Bellator 149,Royce Gracie (190.8) vs. Ken Shamrock (201.2),Ken Shamrock,Royce Gracie,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,201.2
2016-02-19,Bellator 149,Leomana Martinez (135) vs. Casey Jones (134.8),Casey Jones,Leomana Martinez,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,134.8
2016-02-19,Bellator 149,Chris Solis (127) vs. Alex Macedo (123.8),Chris Solis,Alex Macedo,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,127.0
2016-02-19,Bellator 149,Chris Solis (127) vs. Alex Macedo (123.8),Alex Macedo,Chris Solis,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,123.8
2016-02-19,Bellator 149,Leomana Martinez (135) vs. Casey Jones (134.8),Leomana Martinez,Casey Jones,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,135.0
2016-02-19,Bellator 149,Adrian Yanez (134.6) vs. Ryan Hollis (134.8),Adrian Yanez,Ryan Hollis,https://www.mmafighting.com/2016/2/18/11046314/bellator-149-weigh-in-video,134.6
2016-02-06,UFC Fight Night 82,Noad Lahat 145 vs. Diego Rivas 144,Diego Rivas,Noad Lahat,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,144.0
2016-02-06,UFC Fight Night 82,Josh Burkman 156 vs. K.J. Noons 156,KJ Noons,Josh Burkman,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,156.0
2016-02-06,UFC Fight Night 82,Derrick Lewis 263 vs. Damian Grabowski 235,Damian Grabowski,Derrick Lewis,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,235.0
2016-02-06,UFC Fight Night 82,Ray Borg 125 vs. Justin Scoggins 125,Ray Borg,Justin Scoggins,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,125.0
2016-02-06,UFC Fight Night 82,Ray Borg 125 vs. Justin Scoggins 125,Justin Scoggins,Ray Borg,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,125.0
2016-02-06,UFC Fight Night 82,Noad Lahat 145 vs. Diego Rivas 144,Noad Lahat,Diego Rivas,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,145.0
2016-02-06,UFC Fight Night 82,Mike Pyle 170 vs. Sean Spencer 170,Sean Spencer,Mike Pyle,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Mickey Gall 170 vs. Mike Jackson 170,Mickey Gall,Mike Jackson,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Mickey Gall 170 vs. Mike Jackson 170,Mike Jackson,Mickey Gall,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Artem Lobov 145 vs. Alex White 145,Artem Lobov,Alex White,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,145.0
2016-02-06,UFC Fight Night 82,Artem Lobov 145 vs. Alex White 145,Alex White,Artem Lobov,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,145.0
2016-02-06,UFC Fight Night 82,Josh Burkman 156 vs. K.J. Noons 156,Josh Burkman,K.J. Noons,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,156.0
2016-02-06,UFC Fight Night 82,Derrick Lewis 263 vs. Damian Grabowski 235,Derrick Lewis,Damian Grabowski,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,263.0
2016-02-06,UFC Fight Night 82,Roy Nelson 258 vs. Jared Rosholt 245,Jared Rosholt,Roy Nelson,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,245.0
2016-02-06,UFC Fight Night 82,Johny Hendricks 170 vs. Stephen Thompson 170,Stephen Thompson,Johny Hendricks,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Joseph Benavidez 125 vs. Zach Makovsky 125,Zach Makovsky,Joseph Benavidez,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,125.0
2016-02-06,UFC Fight Night 82,Roy Nelson 258 vs. Jared Rosholt 245,Roy Nelson,Jared Rosholt,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,258.0
2016-02-06,UFC Fight Night 82,Ovince St. Preux 206 vs. Rafael Cavalcante 205,"Rafael ""Feijao"" Cavalcante",Ovince St. Preux,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,205.0
2016-02-06,UFC Fight Night 82,Misha Cirkunov 206 vs. Alex Nicholson 201,Alex Nicholson,Misha Cirkunov,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,201.0
2016-02-06,UFC Fight Night 82,Misha Cirkunov 206 vs. Alex Nicholson 201,Misha Cirkunov,Alex Nicholson,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,206.0
2016-02-06,UFC Fight Night 82,Mike Pyle 170 vs. Sean Spencer 170,Mike Pyle,Sean Spencer,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Joseph Benavidez 125 vs. Zach Makovsky 125,Joseph Benavidez,Zach Makovsky,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,125.0
2016-02-06,UFC Fight Night 82,Johny Hendricks 170 vs. Stephen Thompson 170,Johny Hendricks,Stephen Thompson,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,170.0
2016-02-06,UFC Fight Night 82,Ovince St. Preux 206 vs. Rafael Cavalcante 205,Ovince Saint Preux,Rafael Cavalcante,https://www.mmafighting.com/2016/2/5/10920438/ufc-fight-night-82-weigh-in-video,206.0
2016-01-30,UFC on FOX 18,Josh Barnett (241) vs. Ben Rothwell (265),Josh Barnett,Ben Rothwell,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,241.0
2016-01-30,UFC on FOX 18,Dustin Ortiz (125) vs. Wilson Reis (126),Wilson Reis,Dustin Ortiz,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,126.0
2016-01-30,UFC on FOX 18,Levan Makashvili (145) vs. Damon Jackson (145),Damon Jackson,Levan Makashvili,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,145.0
2016-01-30,UFC on FOX 18,Dustin Ortiz (125) vs. Wilson Reis (126),Dustin Ortiz,Wilson Reis,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,125.0
2016-01-30,UFC on FOX 18,Iuri Alcantara (135.25) vs. Jimmie Rivera (135),Jimmie Rivera,Iuri Alcantara,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,135.0
2016-01-30,UFC on FOX 18,Matt Dwyer (169) vs. Randy Brown (171),Matt Dwyer,Randy Brown,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,169.0
2016-01-30,UFC on FOX 18,Kevin Casey (185.25) vs. Rafael Natal (185),Kevin Casey,Rafael Natal,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,185.2
2016-01-30,UFC on FOX 18,Kevin Casey (185.25) vs. Rafael Natal (185),Rafael Natal,Kevin Casey,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,185.0
2016-01-30,UFC on FOX 18,Anthony Johnson (205) vs. Ryan Bader (205),Ryan Bader,Anthony Johnson,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,205.0
2016-01-30,UFC on FOX 18,Tarec Saffiedine (169.75) vs. Jake Ellenberger (170),Tarec Saffiedine,Jake Ellenberger,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,169.8
2016-01-30,UFC on FOX 18,Josh Barnett (241) vs. Ben Rothwell (265),Ben Rothwell,Josh Barnett,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,265.0
2016-01-30,UFC on FOX 18,Iuri Alcantara (135.25) vs. Jimmie Rivera (135),Iuri Alcantara,Jimmie Rivera,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,135.2
2016-01-30,UFC on FOX 18,Anthony Johnson (205) vs. Ryan Bader (205),Anthony Johnson,Ryan Bader,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,205.0
2016-01-30,UFC on FOX 18,Sage Northcutt (170) vs. Bryan Barberena (170),Bryan Barberena,Sage Northcutt,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,170.0
2016-01-30,UFC on FOX 18,Tarec Saffiedine (169.75) vs. Jake Ellenberger (170),Jake Ellenberger,Tarec Saffiedine,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,170.0
2016-01-30,UFC on FOX 18,Olivier Aubin-Mercier (155) vs. Carlos Diego Ferreira (156),Olivier Aubin-Mercier,Diego Ferreira,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,155.0
2016-01-30,UFC on FOX 18,Olivier Aubin-Mercier (155) vs. Carlos Diego Ferreira (156),Diego Ferreira,Olivier Aubin-Mercier,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,156.0
2016-01-30,UFC on FOX 18,Sage Northcutt (170) vs. Bryan Barberena (170),Sage Northcutt,Bryan Barberena,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,170.0
2016-01-30,UFC on FOX 18,Matt Dwyer (169) vs. Randy Brown (171),Randy Brown,Matt Dwyer,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,171.0
2016-01-30,UFC on FOX 18,Tony Martin (155) vs. Felipe Olivieri (155),Felipe Olivieri,Tony Martin,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,155.0
2016-01-30,UFC on FOX 18,Tony Martin (155) vs. Felipe Olivieri (155),Tony Martin,Felipe Olivieri,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,155.0
2016-01-30,UFC on FOX 18,Alex Caceres (145) vs. Masio Fullen (145),Masio Fullen,Alex Caceres,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,145.0
2016-01-30,UFC on FOX 18,Alex Caceres (145) vs. Masio Fullen (145),Alex Caceres,Masio Fullen,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,145.0
2016-01-30,UFC on FOX 18,George Sullivan (171) vs. Alexander Yakovlev (171),Alexander Yakovlev,George Sullivan,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,171.0
2016-01-30,UFC on FOX 18,George Sullivan (171) vs. Alexander Yakovlev (171),George Sullivan,Alexander Yakovlev,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,171.0
2016-01-30,UFC on FOX 18,Levan Makashvili (145) vs. Damon Jackson (145),Levan Makashvili,Damon Jackson,https://www.mmafighting.com/2016/1/29/10866348/ufc-on-fox-18-weigh-in-video,145.0
2016-01-29,Bellator 148,Javy Ayala (265) vs. Carl Seumanutafa (249),Javy Ayala,Carl Seumanutafa,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,265.0
2016-01-29,Bellator 148,Paul Daley (170.2) vs. Andy Uhrich (169.8),Andy Uhrich,Paul Daley,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,169.8
2016-01-29,Bellator 148,Jermaine McDermott (206) vs. Eric Huggins (204.2),Jermaine McDermott,Eric Huggins,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,206.0
2016-01-29,Bellator 148,Nick Bustamante (155) vs. Te Edwards (155.6),Te Edwards,Nick Bustamante,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,155.6
2016-01-29,Bellator 148,Nick Bustamante (155) vs. Te Edwards (155.6),Nick Bustamante,Te Edwards,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,155.0
2016-01-29,Bellator 148,Matt Perez (125) vs. Eugene Cancino (125),Eugene Cancino,Matt Perez,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,125.0
2016-01-29,Bellator 148,Matt Perez (125) vs. Eugene Cancino (125),Matt Perez,Eugene Cancino,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,125.0
2016-01-29,Bellator 148,Paul Ruiz (135.6) vs. Josh San Diego (135.6),Paul Ruiz,Josh San Diego,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,135.6
2016-01-29,Bellator 148,Art Arcienega (146) vs. Justin Smitley (145.4),Justin Smitley,Art Arcienega,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,145.4
2016-01-29,Bellator 148,Art Arcienega (146) vs. Justin Smitley (145.4),Art Arciniega,Justin Smitley,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,146.0
2016-01-29,Bellator 148,Paul Ruiz (135.6) vs. Josh San Diego (135.6),Josh San Diego,Paul Ruiz,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,135.6
2016-01-29,Bellator 148,Javy Ayala (265) vs. Carl Seumanutafa (249),Carl Seumanutafa,Javy Ayala,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,249.0
2016-01-29,Bellator 148,Chris Honeycutt (171) vs. Paul Bradley (171),Chris Honeycutt,Paul Bradley,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,171.0
2016-01-29,Bellator 148,Paul Daley (170.2) vs. Andy Uhrich (169.8),"Paul ""Semtex"" Daley",Andy Uhrich,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,170.2
2016-01-29,Bellator 148,"Ryan Couture (155) vs. Patricky ""Pitbull"" Freire (155.4)",Ryan Couture,"Patricky ""Pitbull"" Freire",https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,155.0
2016-01-29,Bellator 148,Chris Honeycutt (171) vs. Paul Bradley (171),Paul Bradley,Chris Honeycutt,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,171.0
2016-01-29,Bellator 148,Raphael Butler (263) vs. Tony Johnson (264.4),Raphael Butler,Tony Johnson,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,263.0
2016-01-29,Bellator 148,Raphael Butler (263) vs. Tony Johnson (264.4),Tony Johnson,Raphael Butler,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,264.4
2016-01-29,Bellator 148,Ilima Macfarlane (125.6) vs. Amber Tackett (125),Ilima-Lei Macfarlane,Amber Tackett,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,125.6
2016-01-29,Bellator 148,Ilima Macfarlane (125.6) vs. Amber Tackett (125),Amber Tackett,Ilima Macfarlane,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,125.0
2016-01-29,Bellator 148,"Ryan Couture (155) vs. Patricky ""Pitbull"" Freire (155.4)","Patricky ""Pitbull"" Freire",Ryan Couture,https://www.mmafighting.com/2016/1/28/10862066/bellator-148-weigh-in-video,155.4
